name,platform,year_of_release,genre,na_sales,eu_sales,jp_sales,other_sales,critic_score,user_score,rating,total_sales,platform_group
MEGA MAN X7,PS2,2003,Action,0.22,0.17,0.14,0.06,58.0,51.0,E,0.5900000000000001,Playstation
DEUS EX HUMAN REVOLUTION,PC,2011,Shooter,0.25,0.25,0.0,0.08,90.0,85.0,M,0.58,PC
SPONGEBOB SQUAREPANTS FEATURING NICKTOONS GLOBS OF DOOM,PS2,2008,Action,0.29,0.22,0.0,0.07,71.0,75.0,E,0.5800000000000001,Playstation
FINAL FANTASY ANNIVERSARY EDITION,PSP,2007,Role-Playing,0.39,0.02,0.13,0.04,67.0,77.0,E10+,0.5800000000000001,Playstation
LEGO INDIANA JONES 2 THE ADVENTURE CONTINUES,PSP,2009,Action,0.21,0.23,0.0,0.14,71.0,75.0,E10+,0.5800000000000001,Playstation
SOULCALIBUR V,X360,2012,Fighting,0.39,0.13,0.02,0.04,77.0,62.0,T,0.5800000000000001,Xbox
TOKIMEKI MEMORIAL FOREVER WITH YOU,PS,1995,Simulation,0.0,0.0,0.55,0.04,71.0,75.0,,0.5900000000000001,Playstation
DIABLO,PS,1997,Role-Playing,0.29,0.19,0.07,0.04,71.0,75.0,,0.5900000000000001,Playstation
Q*BERT,2600,1982,Puzzle,0.55,0.03,0.0,0.01,71.0,75.0,,0.5900000000000001,Other
ROMANCING SAGA,PS2,2005,Role-Playing,0.06,0.04,0.47,0.01,58.0,80.0,E10+,0.58,Playstation
LOST VIA DOMUS,X360,2008,Action,0.18,0.34,0.0,0.07,55.0,64.0,T,0.5900000000000001,Xbox
TOP SPIN 3,Wii,2008,Action,0.15,0.37,0.0,0.07,68.0,57.0,E,0.5900000000000001,Nintendo
GAME PARTY IN MOTION,X360,2010,Misc,0.36,0.17,0.0,0.05,33.0,37.0,E,0.5800000000000001,Xbox
THE LORD OF THE RINGS THE THIRD AGE,PS2,2004,Role-Playing,0.49,0.02,0.0,0.08,73.0,82.0,T,0.59,Playstation
CALL OF DUTY BLACK OPS,DS,2010,Shooter,0.5,0.04,0.0,0.04,74.0,60.0,T,0.5800000000000001,Nintendo
DISNEY SING IT! HIGH SCHOOL MUSICAL 3 SENIOR YEAR,Wii,2008,Misc,0.31,0.23,0.0,0.04,71.0,75.0,,0.5800000000000001,Nintendo
NCAA FOOTBALL 09,PS3,2008,Sports,0.54,0.0,0.0,0.04,81.0,73.0,E,0.5800000000000001,Playstation
SONIC & ALL-STARS RACING TRANSFORMED,X360,2012,Racing,0.2,0.33,0.0,0.05,71.0,75.0,,0.5800000000000001,Xbox
MLB 11 THE SHOW,PS3,2011,Sports,0.54,0.0,0.0,0.04,90.0,78.0,E,0.5800000000000001,Playstation
JEOPARDY!,Wii,2010,Misc,0.55,0.0,0.0,0.04,71.0,75.0,,0.5900000000000001,Nintendo
TRANSFORMERS WAR FOR CYBERTRON (XBOX 360 PS3 & PC VERSIONS),X360,2010,Shooter,0.38,0.15,0.0,0.05,71.0,75.0,,0.5800000000000001,Xbox
KINECT RUSH A DISNEY PIXAR ADVENTURE,X360,2012,Adventure,0.38,0.15,0.0,0.05,68.0,51.0,E,0.5800000000000001,Xbox
SAMMY SOSA HIGH HEAT BASEBALL 2001,PS,2000,Sports,0.32,0.22,0.0,0.04,71.0,75.0,,0.5800000000000001,Playstation
SKYLANDERS SWAP FORCE,WiiU,2013,Platform,0.38,0.15,0.0,0.05,89.0,60.0,E10+,0.5800000000000001,Nintendo
TERMINATOR 3 RISE OF THE MACHINES,PS2,2003,Action,0.28,0.22,0.0,0.07,38.0,63.0,T,0.5700000000000001,Playstation
GUITAR HERO SMASH HITS,Wii,2009,Misc,0.31,0.21,0.0,0.06,74.0,77.0,T,0.5800000000000001,Nintendo
TOM CLANCY'S HAWX,X360,2009,Action,0.31,0.19,0.02,0.06,73.0,73.0,T,0.5800000000000001,Xbox
ALICE MADNESS RETURNS,PS3,2011,Adventure,0.22,0.24,0.04,0.08,70.0,79.0,M,0.58,Playstation
SHIN MEGAMI TENSEI IV,3DS,2013,Role-Playing,0.28,0.0,0.27,0.03,83.0,83.0,M,0.5800000000000001,Nintendo
NBA 2K7,X360,2006,Sports,0.53,0.0,0.0,0.04,84.0,78.0,E,0.5700000000000001,Xbox
INTERNATIONAL SUPERSTAR SOCCER '98,N64,1998,Sports,0.06,0.3,0.19,0.03,71.0,75.0,,0.5800000000000001,Nintendo
FIFA ROAD TO  WORLD CUP 98,N64,1997,Sports,0.15,0.39,0.0,0.03,71.0,75.0,,0.5700000000000001,Nintendo
WORLD CUP 98,N64,1998,Sports,0.14,0.4,0.0,0.04,71.0,75.0,,0.5800000000000001,Nintendo
NHL 12,PS3,2011,Sports,0.36,0.15,0.0,0.07,86.0,75.0,E10+,0.5800000000000001,Playstation
UNREAL TOURNAMENT,PS2,2000,Shooter,0.28,0.22,0.0,0.07,77.0,68.0,M,0.5700000000000001,Playstation
DIGIMON WORLD 2,PS,2000,Role-Playing,0.23,0.16,0.16,0.04,42.0,76.0,E,0.5900000000000001,Playstation
TALES OF PHANTASIA,PS,1998,Role-Playing,0.0,0.0,0.54,0.04,71.0,75.0,,0.5800000000000001,Playstation
PRINCE OF PERSIA THE TWO THRONES,XB,2005,Action,0.33,0.22,0.0,0.03,85.0,84.0,M,0.5800000000000001,Xbox
XENOSAGA EPISODE II JENSEITS VON GUT UND BÖSE,PS2,2004,Role-Playing,0.28,0.22,0.0,0.07,71.0,75.0,,0.5700000000000001,Playstation
GEX ENTER THE GECKO,PS,1998,Platform,0.32,0.22,0.0,0.04,71.0,75.0,,0.5800000000000001,Playstation
SHREK 2 BEG FOR MERCY,GBA,2004,Adventure,0.42,0.15,0.0,0.01,71.0,75.0,,0.58,Nintendo
FIFA SOCCER 10,DS,2009,Sports,0.14,0.37,0.0,0.07,71.0,76.0,E,0.5800000000000001,Nintendo
JOJO'S BIZARRE ADVENTURE ALL STAR BATTLE,PS3,2013,Fighting,0.05,0.02,0.5,0.01,71.0,83.0,T,0.5800000000000001,Playstation
CONTRA SHATTERED SOLDIER,PS2,2002,Shooter,0.28,0.22,0.0,0.07,78.0,66.0,T,0.5700000000000001,Playstation
CHAMPIONSHIP MOTOCROSS FEATURING RICKY CARMICHAEL,PS,1998,Racing,0.32,0.22,0.0,0.04,71.0,75.0,,0.5800000000000001,Playstation
DRAGON BALL Z CHOU SAIYA DENSETSU,SNES,1992,Role-Playing,0.0,0.0,0.58,0.0,71.0,75.0,,0.58,Nintendo
FINAL FANTASY THE 4 HEROES OF LIGHT,DS,2009,Role-Playing,0.22,0.1,0.23,0.03,71.0,71.0,E10+,0.5800000000000001,Nintendo
RAYMAN LEGENDS,PS3,2013,Platform,0.14,0.34,0.0,0.1,91.0,87.0,E10+,0.5800000000000001,Playstation
FIRE EMBLEM SEISEN NO KEIFU,SNES,1996,Strategy,0.0,0.0,0.58,0.0,71.0,75.0,,0.58,Nintendo
FIFA SOCCER,PSV,2012,Sports,0.16,0.32,0.02,0.08,79.0,72.0,E,0.58,Playstation
TENCHU 2 BIRTH OF THE STEALTH ASSASSINS,PS,2000,Action,0.32,0.22,0.0,0.04,77.0,87.0,M,0.5800000000000001,Playstation
TONY HAWK'S PRO SKATER 4,GC,2002,Sports,0.45,0.12,0.0,0.02,91.0,86.0,T,0.5900000000000001,Nintendo
GO DIEGO GO! GREAT DINOSAUR RESCUE,Wii,2008,Action,0.52,0.02,0.0,0.04,71.0,75.0,,0.5800000000000001,Nintendo
NARUTO UZUMAKI CHRONICLES 2,PS2,2006,Action,0.28,0.22,0.0,0.07,52.0,69.0,T,0.5700000000000001,Playstation
NHL 06,PS2,2005,Sports,0.48,0.02,0.0,0.08,78.0,85.0,E10+,0.58,Playstation
PARASITE EVE II,PS,1999,Role-Playing,0.32,0.22,0.0,0.04,79.0,90.0,M,0.5800000000000001,Playstation
NFL BLITZ 2000,N64,1999,Sports,0.55,0.02,0.0,0.0,71.0,75.0,,0.5700000000000001,Nintendo
SKATE IT,Wii,2008,Sports,0.5,0.03,0.0,0.04,70.0,84.0,E,0.5700000000000001,Nintendo
PRO EVOLUTION SOCCER 2015,PS3,2014,Sports,0.1,0.2,0.22,0.06,71.0,78.0,E,0.5800000000000001,Playstation
LONDON 2012 THE OFFICIAL VIDEO GAME OF THE OLYMPIC GAMES,X360,2012,Sports,0.07,0.44,0.0,0.07,71.0,75.0,,0.5800000000000001,Xbox
NCAA FOOTBALL 10,PS2,2009,Sports,0.28,0.22,0.0,0.07,71.0,75.0,E,0.5700000000000001,Playstation
PHINEAS AND FERB ACROSS THE 2ND DIMENSION,Wii,2011,Action,0.35,0.18,0.0,0.05,76.0,83.0,E10+,0.5800000000000001,Nintendo
THEME PARK,PS,1994,Simulation,0.24,0.16,0.13,0.04,71.0,75.0,,0.5700000000000001,Playstation
FAR CRY INSTINCTS,XB,2005,Shooter,0.32,0.24,0.0,0.02,85.0,57.0,M,0.5800000000000001,Xbox
HASBRO FAMILY GAME NIGHT,PS2,2008,Puzzle,0.28,0.22,0.0,0.07,71.0,75.0,E,0.5700000000000001,Playstation
TONY HAWK'S PRO SKATER 4,GBA,2002,Sports,0.41,0.15,0.0,0.01,85.0,88.0,E,0.57,Nintendo
ATV OFFROAD FURY BLAZIN' TRAILS,PSP,2005,Racing,0.53,0.0,0.0,0.04,63.0,78.0,E,0.5700000000000001,Playstation
TALES OF THE ABYSS,PS2,2005,Role-Playing,0.0,0.0,0.57,0.0,78.0,84.0,T,0.57,Playstation
PAYDAY 2,X360,2013,Shooter,0.33,0.19,0.0,0.05,75.0,63.0,M,0.5700000000000001,Xbox
MOBILE SUIT GUNDAM GIREN NO YABOU- ZEON NO KEIFU,PS,2000,Strategy,0.0,0.0,0.54,0.04,71.0,75.0,,0.5800000000000001,Playstation
BLACKSITE AREA 51,X360,2007,Shooter,0.29,0.22,0.0,0.06,62.0,61.0,T,0.5700000000000001,Xbox
SPYRO ORANGE THE CORTEX CONSPIRACY,GBA,2004,Action,0.41,0.15,0.0,0.01,60.0,70.0,E,0.57,Nintendo
XCOM ENEMY UNKNOWN,PS3,2012,Strategy,0.24,0.23,0.0,0.1,89.0,82.0,M,0.57,Playstation
PETZ DOGZ 2,Wii,2007,Simulation,0.52,0.01,0.0,0.04,71.0,75.0,E,0.5700000000000001,Nintendo
BEYOND THE BEYOND,PS,1995,Role-Playing,0.11,0.08,0.35,0.04,71.0,75.0,,0.5800000000000001,Playstation
BEN 10 ALIEN FORCE,PS2,2008,Action,0.22,0.02,0.0,0.33,71.0,53.0,E10+,0.5700000000000001,Playstation
SKYLANDERS SPYRO'S ADVENTURE,3DS,2011,Action,0.32,0.2,0.0,0.05,82.0,49.0,E10+,0.5700000000000001,Nintendo
CABELA'S DANGEROUS HUNTS 2011,Wii,2010,Sports,0.52,0.02,0.0,0.04,71.0,75.0,T,0.5800000000000001,Nintendo
THE SIMS 3 WORLD ADVENTURES,PC,2009,Simulation,0.02,0.18,0.0,0.38,81.0,80.0,T,0.58,PC
MADDEN NFL 06,GC,2005,Sports,0.44,0.11,0.0,0.02,86.0,85.0,E,0.5700000000000001,Nintendo
MEGA MAN STAR FORCE 2 ZERKER X NINJA / SAURIAN,DS,2007,Action,0.24,0.0,0.31,0.02,71.0,75.0,,0.5700000000000001,Nintendo
TITANFALL 2,XOne,2016,Shooter,0.37,0.15,0.0,0.05,87.0,80.0,M,0.5700000000000001,Xbox
BLAZBLUE CALAMITY TRIGGER,PS3,2009,Fighting,0.36,0.1,0.06,0.06,87.0,84.0,T,0.5800000000000001,Playstation
TRANSFORMERS THE GAME (XBOX 360 PS2 PS3 WII & PC VERSIONS),Wii,2007,Action,0.5,0.03,0.0,0.05,71.0,75.0,,0.5800000000000001,Nintendo
IRON MAN,X360,2008,Action,0.27,0.24,0.0,0.06,45.0,59.0,T,0.5700000000000001,Xbox
NARUTO ULTIMATE NINJA 2,PS2,2004,Fighting,0.47,0.02,0.0,0.08,73.0,79.0,T,0.57,Playstation
THE MYSTERIOUS MURASAME CASTLE,NES,1986,Action,0.0,0.0,0.57,0.0,71.0,75.0,,0.57,Nintendo
NBA HANGTIME,N64,1997,Sports,0.48,0.08,0.0,0.0,71.0,75.0,,0.5599999999999999,Nintendo
NHL 10,PS3,2009,Sports,0.38,0.12,0.0,0.07,88.0,79.0,E10+,0.5700000000000001,Playstation
ZUMBA FITNESS,PS3,2010,Sports,0.28,0.21,0.0,0.08,71.0,38.0,E,0.57,Playstation
ROCK BAND 3,PS3,2010,Misc,0.43,0.08,0.0,0.05,91.0,80.0,T,0.56,Playstation
BLOOD WAKE,XB,2001,Shooter,0.43,0.12,0.0,0.02,71.0,75.0,T,0.5700000000000001,Xbox
DYNASTY WARRIORS 5 XTREME LEGENDS,PS2,2005,Action,0.11,0.08,0.35,0.03,57.0,91.0,T,0.5700000000000001,Playstation
RAPALA WE FISH,Wii,2009,Sports,0.52,0.01,0.0,0.04,71.0,75.0,E,0.5700000000000001,Nintendo
HARVEST MOON SUNSHINE ISLANDS,DS,2008,Simulation,0.35,0.03,0.17,0.03,71.0,75.0,,0.5800000000000001,Nintendo
WWE 2K15,XOne,2014,Sports,0.29,0.23,0.0,0.05,56.0,57.0,T,0.5700000000000001,Xbox
JAMPACK SUMMER 2002,PS2,2002,Misc,0.28,0.22,0.0,0.07,71.0,75.0,,0.5700000000000001,Playstation
FIFA WORLD CUP GERMANY 2006,PS2,2006,Sports,0.47,0.02,0.0,0.08,77.0,81.0,E,0.57,Playstation
WRECKLESS THE YAKUZA MISSIONS,XB,2002,Racing,0.42,0.11,0.02,0.02,74.0,52.0,T,0.5700000000000001,Xbox
SUPER BOMBERMAN,SNES,1992,Puzzle,0.0,0.0,0.57,0.0,71.0,75.0,,0.57,Nintendo
DEFIANCE,X360,2013,Shooter,0.38,0.14,0.0,0.05,60.0,72.0,M,0.5700000000000001,Xbox
DISGAEA 4 A PROMISE UNFORGOTTEN,PS3,2011,Role-Playing,0.27,0.11,0.14,0.05,80.0,78.0,T,0.5700000000000001,Playstation
SPONGEBOB SQUAREPANTS FEATURING NICKTOONS GLOBS OF DOOM,DS,2008,Action,0.52,0.0,0.0,0.04,71.0,60.0,E,0.56,Nintendo
SPONGEBOB SQUAREPANTS BATTLE FOR BIKINI BOTTOM,XB,2003,Platform,0.45,0.1,0.0,0.02,70.0,89.0,E,0.5700000000000001,Xbox
DOOM 3 BFG EDITION,PS3,2012,Shooter,0.26,0.21,0.0,0.1,67.0,64.0,M,0.57,Playstation
SD GUNDAM G GENERATION NEO,PS2,2002,Strategy,0.0,0.0,0.57,0.0,71.0,75.0,,0.57,Playstation
SPIDER-MAN 3,X360,2007,Platform,0.49,0.04,0.0,0.04,63.0,70.0,T,0.5700000000000001,Xbox
PRO EVOLUTION SOCCER 2012,PSP,2011,Action,0.1,0.11,0.29,0.06,74.0,63.0,E,0.56,Playstation
THE CONDUIT,Wii,2009,Shooter,0.28,0.23,0.0,0.06,69.0,82.0,T,0.5700000000000001,Nintendo
TRIVIAL PURSUIT,Wii,2009,Misc,0.2,0.3,0.0,0.07,67.0,75.0,E,0.5700000000000001,Nintendo
JUST DANCE 2016,WiiU,2015,Misc,0.27,0.25,0.0,0.05,73.0,69.0,E10+,0.5700000000000001,Nintendo
DISNEY UNIVERSE,X360,2011,Action,0.37,0.14,0.0,0.05,66.0,53.0,E10+,0.56,Xbox
RALLISPORT CHALLENGE,XB,2002,Racing,0.39,0.16,0.0,0.02,87.0,83.0,E,0.5700000000000001,Xbox
RESIDENT EVIL OUTBREAK FILE #2,PS2,2004,Action,0.19,0.15,0.17,0.05,58.0,77.0,M,0.56,Playstation
TOP SPIN 3,PS3,2008,Action,0.08,0.36,0.0,0.12,75.0,75.0,E,0.56,Playstation
BOB THE BUILDER CAN WE FIX IT?,PS,2000,Action,0.31,0.21,0.0,0.04,71.0,75.0,,0.56,Playstation
XIII,PS2,2003,Shooter,0.28,0.22,0.0,0.07,73.0,86.0,M,0.5700000000000001,Playstation
TOMB RAIDER ANNIVERSARY,PSP,2007,Action,0.21,0.22,0.0,0.13,78.0,82.0,T,0.56,Playstation
BRATZ 4 REAL,DS,2007,Adventure,0.29,0.22,0.0,0.06,71.0,75.0,E,0.5700000000000001,Nintendo
RUNE FACTORY 4,3DS,2012,Role-Playing,0.32,0.0,0.21,0.03,78.0,81.0,E10+,0.56,Nintendo
3D DOT GAME HEROES,PS3,2009,Role-Playing,0.36,0.11,0.03,0.07,77.0,80.0,E10+,0.5700000000000001,Playstation
UP,Wii,2009,Action,0.22,0.28,0.0,0.06,62.0,80.0,E10+,0.56,Nintendo
BREATH OF FIRE IV,PS,2000,Role-Playing,0.11,0.08,0.34,0.04,83.0,89.0,T,0.5700000000000001,Playstation
TALES OF ZESTIRIA,PS3,2015,Role-Playing,0.05,0.07,0.42,0.02,71.0,80.0,T,0.56,Playstation
TRUE CRIME STREETS OF LA,GC,2003,Action,0.44,0.11,0.0,0.02,77.0,73.0,M,0.5700000000000001,Nintendo
ODIN SPHERE,PS2,2007,Role-Playing,0.23,0.18,0.09,0.06,83.0,86.0,T,0.56,Playstation
PETZ WILD ANIMALS TIGERZ,DS,2008,Simulation,0.52,0.0,0.0,0.04,71.0,75.0,E,0.56,Nintendo
THE INCREDIBLE HULK,GBA,2003,Action,0.4,0.15,0.0,0.01,71.0,75.0,,0.56,Nintendo
MS PAC-MAN MAZE MADNESS,GBA,2004,Puzzle,0.4,0.15,0.0,0.01,71.0,75.0,E,0.56,Nintendo
XENOBLADE CHRONICLES,3DS,2015,Role-Playing,0.27,0.14,0.12,0.04,71.0,75.0,,0.5700000000000001,Nintendo
TITANFALL,PC,2014,Shooter,0.22,0.3,0.0,0.04,86.0,62.0,M,0.56,PC
ARENA FOOTBALL,PS2,2006,Sports,0.28,0.22,0.0,0.07,66.0,86.0,E10+,0.5700000000000001,Playstation
THE LORD OF THE RINGS THE RETURN OF THE KING,GBA,2003,Action,0.4,0.15,0.0,0.01,77.0,82.0,T,0.56,Nintendo
NHL HITZ 20-02,PS2,2001,Sports,0.28,0.22,0.0,0.07,78.0,76.0,E,0.5700000000000001,Playstation
THE LEGEND OF SPYRO DAWN OF THE DRAGON,Wii,2008,Platform,0.34,0.17,0.0,0.05,64.0,65.0,E10+,0.56,Nintendo
CLASSIC NES SERIES DR MARIO,GBA,2004,Puzzle,0.31,0.11,0.13,0.01,66.0,75.0,E,0.56,Nintendo
THE SIMS BUSTIN' OUT,XB,2003,Simulation,0.4,0.14,0.0,0.02,81.0,89.0,T,0.56,Xbox
NCAA MARCH MADNESS 07,PS2,2007,Sports,0.28,0.22,0.0,0.07,63.0,86.0,E,0.5700000000000001,Playstation
MONSTERS INC SCREAM TEAM,PS,2001,Platform,0.31,0.21,0.0,0.04,65.0,69.0,E,0.56,Playstation
WARHAMMER 40000 SPACE MARINE,X360,2011,Shooter,0.25,0.26,0.0,0.06,76.0,78.0,M,0.5700000000000001,Xbox
HARRY POTTER COLLECTION,PS2,2006,Misc,0.28,0.21,0.0,0.07,71.0,75.0,E10+,0.56,Playstation
TOP SPIN 3,X360,2008,Action,0.09,0.4,0.0,0.07,78.0,76.0,E,0.56,Xbox
YU-GI-OH! WORLD CHAMPIONSHIP TOURNAMENT 2004,GBA,2004,Misc,0.4,0.15,0.0,0.01,71.0,75.0,,0.56,Nintendo
CABELA'S BIG GAME HUNTER 2005 ADVENTURES,PS2,2004,Sports,0.28,0.21,0.0,0.07,55.0,84.0,T,0.56,Playstation
LEGO ROCK BAND,X360,2009,Misc,0.4,0.11,0.0,0.05,71.0,72.0,E10+,0.56,Xbox
KNOCKOUT KINGS 2001,PS2,2001,Fighting,0.28,0.21,0.0,0.07,81.0,75.0,T,0.56,Playstation
ARMY MEN SARGE'S HEROES,PS,1999,Action,0.31,0.21,0.0,0.04,71.0,75.0,,0.56,Playstation
PETZ DOGZ 2,PS2,2007,Simulation,0.28,0.21,0.0,0.07,71.0,75.0,E,0.56,Playstation
BATTLEFIELD 2 MODERN COMBAT,XB,2005,Shooter,0.39,0.15,0.0,0.02,80.0,82.0,T,0.56,Xbox
TOM CLANCY'S HAWX,PS3,2009,Action,0.21,0.22,0.05,0.09,74.0,81.0,T,0.57,Playstation
ALL-STAR BASEBALL 2002,PS2,2001,Sports,0.27,0.21,0.0,0.07,77.0,76.0,E,0.55,Playstation
BACKYARD NFL FOOTBALL,GBA,2002,Sports,0.4,0.15,0.0,0.01,71.0,75.0,,0.56,Nintendo
MINECRAFT STORY MODE,XOne,2015,Adventure,0.3,0.21,0.0,0.05,71.0,75.0,,0.56,Xbox
JILLIAN MICHAELS FITNESS ULTIMATUM 2010,Wii,2009,Sports,0.51,0.01,0.0,0.04,71.0,75.0,E,0.56,Nintendo
NEED FOR SPEED MOST WANTED,GC,2005,Racing,0.43,0.11,0.0,0.02,80.0,91.0,T,0.56,Nintendo
NASCAR RUMBLE,PS,2000,Racing,0.31,0.21,0.0,0.04,71.0,75.0,,0.56,Playstation
BOLT,Wii,2008,Adventure,0.19,0.31,0.0,0.06,50.0,58.0,E10+,0.56,Nintendo
WWE RAW 2,XB,2003,Fighting,0.43,0.11,0.0,0.02,68.0,73.0,T,0.56,Xbox
RESIDENT EVIL 2,N64,1999,Action,0.39,0.09,0.07,0.01,71.0,75.0,,0.56,Nintendo
MEGA MAN X2,SNES,1993,Platform,0.09,0.02,0.45,0.0,71.0,75.0,,0.56,Nintendo
MANHUNT 2,PS2,2007,Action,0.27,0.21,0.0,0.07,67.0,78.0,M,0.55,Playstation
FULLMETAL ALCHEMIST AND THE BROKEN ANGEL,PS2,2003,Role-Playing,0.15,0.12,0.26,0.04,56.0,81.0,T,0.5700000000000001,Playstation
TONY HAWK'S PROJECT 8,PSP,2006,Sports,0.41,0.07,0.0,0.07,68.0,76.0,T,0.55,Playstation
HAMTARO HAM-HAMS UNITE!,GB,2001,Role-Playing,0.0,0.0,0.56,0.0,71.0,75.0,,0.56,Nintendo
BATMAN BEGINS,PS2,2005,Action,0.27,0.21,0.0,0.07,64.0,73.0,T,0.55,Playstation
DOGZ,DS,2006,Simulation,0.5,0.01,0.0,0.04,71.0,78.0,E,0.55,Nintendo
YOKAI SANGOKUSHI,3DS,2016,Action,0.0,0.0,0.56,0.0,71.0,75.0,,0.56,Nintendo
TONY HAWK'S PROVING GROUND,X360,2007,Sports,0.49,0.02,0.0,0.04,72.0,54.0,T,0.55,Xbox
DR SEUSS' THE CAT IN THE HAT,PS2,2003,Misc,0.27,0.21,0.0,0.07,56.0,65.0,E,0.55,Playstation
BARBIE GROOVY GAMES,GBA,2002,Misc,0.4,0.15,0.0,0.01,47.0,70.0,E,0.56,Nintendo
WOLFENSTEIN,X360,2009,Shooter,0.28,0.22,0.0,0.06,72.0,75.0,M,0.56,Xbox
YU-GI-OH! RESHEF OF DESTRUCTION,GBA,2003,Strategy,0.4,0.15,0.0,0.01,71.0,75.0,,0.56,Nintendo
BLINX THE TIME SWEEPER,XB,2002,Platform,0.39,0.15,0.0,0.02,71.0,80.0,E,0.56,Xbox
ESPN NFL FOOTBALL,PS2,2003,Sports,0.27,0.21,0.0,0.07,91.0,85.0,E,0.55,Playstation
FATAL FURY SPECIAL,SNES,1994,Fighting,0.0,0.0,0.56,0.0,71.0,75.0,,0.56,Nintendo
MAJOR LEAGUE BASEBALL 2K5,XB,2005,Sports,0.52,0.02,0.0,0.02,81.0,82.0,E,0.56,Xbox
TETRIS PARTY DELUXE,Wii,2010,Puzzle,0.33,0.16,0.02,0.05,72.0,58.0,E,0.56,Nintendo
DS BIMOJI TRAINING,DS,2008,Misc,0.0,0.0,0.56,0.0,71.0,75.0,,0.56,Nintendo
GRAVITY RUSH,PSV,2012,Action,0.21,0.17,0.09,0.08,83.0,85.0,T,0.5499999999999999,Playstation
QUANTUM BREAK,XOne,2016,Action,0.3,0.2,0.01,0.05,77.0,68.0,M,0.56,Xbox
ARCHER MACLEAN'S MERCURY,PSP,2005,Puzzle,0.17,0.24,0.0,0.14,75.0,66.0,E,0.55,Playstation
TMNT,X360,2007,Action,0.48,0.03,0.0,0.05,58.0,63.0,E10+,0.56,Xbox
MIDDLE-EARTH SHADOW OF MORDOR,PS3,2014,Action,0.2,0.26,0.01,0.09,71.0,34.0,M,0.56,Playstation
SOLDIER OF FORTUNE GOLD EDITION,PS2,2001,Shooter,0.27,0.21,0.0,0.07,59.0,68.0,M,0.55,Playstation
FIFA 15,Wii,2014,Sports,0.15,0.37,0.0,0.04,71.0,43.0,E,0.56,Nintendo
FINAL FANTASY IV THE COMPLETE COLLECTION,PSP,2011,Role-Playing,0.13,0.09,0.27,0.06,77.0,75.0,E10+,0.55,Playstation
FRONTLINES FUEL OF WAR,X360,2008,Shooter,0.34,0.15,0.01,0.05,75.0,78.0,T,0.55,Xbox
MX 2002 FEATURING RICKY CARMICHAEL,PS2,2001,Racing,0.27,0.21,0.0,0.07,76.0,83.0,E,0.55,Playstation
NCAA FOOTBALL 07,XB,2006,Sports,0.42,0.12,0.0,0.01,88.0,69.0,E,0.55,Xbox
LUNAR SILVER STAR STORY COMPLETE,PS,1998,Role-Playing,0.27,0.18,0.06,0.04,78.0,91.0,T,0.55,Playstation
HARVEST MOON THE TALE OF TWO TOWNS,DS,2010,Simulation,0.25,0.05,0.22,0.03,68.0,75.0,E,0.55,Nintendo
NO MORE HEROES,Wii,2007,Action,0.29,0.17,0.04,0.05,83.0,84.0,M,0.5499999999999999,Nintendo
NBA SHOWTIME NBA ON NBC,PS,1999,Sports,0.31,0.21,0.0,0.04,71.0,75.0,,0.56,Playstation
GOD OF WAR ORIGINS COLLECTION,PS3,2011,Action,0.39,0.08,0.02,0.06,84.0,84.0,M,0.55,Playstation
DORA THE EXPLORER DORA SAVES THE SNOW PRINCESS,Wii,2008,Platform,0.49,0.02,0.0,0.04,47.0,70.0,E,0.55,Nintendo
SOUL REAVER 2,PS2,2001,Action,0.27,0.21,0.0,0.07,80.0,85.0,M,0.55,Playstation
METAL GEAR SOLID 3 SUBSISTENCE,PS2,2005,Action,0.34,0.01,0.15,0.06,94.0,93.0,M,0.56,Playstation
THE GODFATHER (OLD US SALES),XB,2006,Action,0.42,0.11,0.0,0.02,71.0,75.0,,0.55,Xbox
ENSLAVED ODYSSEY TO THE WEST,PS3,2010,Action,0.24,0.22,0.01,0.09,80.0,74.0,T,0.5599999999999999,Playstation
DAYTONA USA,SAT,1994,Racing,0.0,0.0,0.55,0.0,71.0,75.0,,0.55,Other
WWF RAW,XB,2002,Fighting,0.4,0.13,0.0,0.02,68.0,66.0,T,0.55,Xbox
SHIN SUPER ROBOT TAISEN,PS,1996,Role-Playing,0.0,0.0,0.52,0.04,71.0,75.0,,0.56,Playstation
JUMP SUPER STARS,DS,2005,Fighting,0.0,0.0,0.55,0.0,71.0,75.0,,0.55,Nintendo
GUITAR HERO LIVE,XOne,2015,Misc,0.3,0.2,0.0,0.05,81.0,51.0,T,0.55,Xbox
THE ACTIVISION DECATHLON,2600,1982,Sports,0.52,0.03,0.0,0.01,71.0,75.0,,0.56,Other
SIMPLE 1500 SERIES VOL 73 THE INVADERS ~SPACE INVADERS 1500~,PS,2001,Shooter,0.31,0.21,0.0,0.04,71.0,75.0,,0.56,Playstation
FIGHTING FORCE 2,PS,1999,Action,0.31,0.21,0.0,0.04,71.0,75.0,,0.56,Playstation
SAKURA WARS,SAT,1996,Adventure,0.0,0.0,0.55,0.0,71.0,75.0,,0.55,Other
CATZ,DS,2006,Simulation,0.49,0.02,0.0,0.04,71.0,53.0,E,0.55,Nintendo
EXTERMINATION,PS2,2001,Action,0.21,0.16,0.12,0.05,67.0,78.0,M,0.54,Playstation
