name,platform,year_of_release,genre,na_sales,eu_sales,jp_sales,other_sales,critic_score,user_score,rating,total_sales,platform_group
CONDEMNED 2 BLOODSHOT,X360,2008,Action,0.38,0.19,0.0,0.06,80.0,84.0,M,0.6300000000000001,Xbox
OKAMI,PS2,2006,Action,0.11,0.03,0.15,0.34,93.0,93.0,T,0.6300000000000001,Playstation
SHIN MEGAMI TENSEI PERSONA 3 PORTABLE,PSP,2009,Role-Playing,0.18,0.06,0.34,0.05,89.0,83.0,M,0.6300000000000001,Playstation
CRASH OF THE TITANS,PSP,2007,Action,0.25,0.24,0.0,0.14,71.0,71.0,E10+,0.63,Playstation
NHL 2001,PS,2000,Sports,0.35,0.24,0.0,0.04,88.0,77.0,E,0.63,Playstation
CRYSIS 3,PC,2013,Shooter,0.17,0.39,0.0,0.07,76.0,65.0,M,0.6300000000000001,PC
BUZZ LIGHTYEAR OF STAR COMMAND,PS,2000,Platform,0.35,0.24,0.0,0.04,54.0,53.0,E,0.63,Playstation
NHL 16,PS4,2015,Sports,0.36,0.16,0.0,0.11,78.0,55.0,E10+,0.63,Playstation
NAMCO MUSEUM,GC,2002,Misc,0.48,0.13,0.0,0.02,62.0,75.0,E,0.63,Nintendo
TRANSFORMERS REVENGE OF THE FALLEN (XBOX 360 PS3 & PC VERSIONS),X360,2009,Shooter,0.34,0.23,0.0,0.06,71.0,75.0,,0.6300000000000001,Xbox
CABELA'S BIG GAME HUNTER (2008),Wii,2007,Sports,0.58,0.0,0.0,0.05,71.0,75.0,T,0.63,Nintendo
TONY HAWK'S PROJECT 8,PS3,2006,Sports,0.3,0.22,0.01,0.1,76.0,72.0,T,0.63,Playstation
GHOSTBUSTERS THE VIDEO GAME,X360,2009,Action,0.43,0.14,0.0,0.06,79.0,85.0,T,0.6300000000000001,Xbox
XCOM ENEMY UNKNOWN,X360,2012,Strategy,0.36,0.21,0.0,0.05,90.0,83.0,M,0.62,Xbox
NOBUNAGA NO YABOU HAOUDEN,SNES,1993,Strategy,0.3,0.0,0.32,0.0,71.0,75.0,,0.62,Nintendo
VIRTUA COP,SAT,1995,Shooter,0.0,0.0,0.62,0.0,71.0,75.0,,0.62,Other
TONY HAWK'S AMERICAN WASTELAND,XB,2005,Sports,0.4,0.2,0.0,0.03,77.0,77.0,T,0.6300000000000001,Xbox
WWF IN YOUR HOUSE,PS,1996,Fighting,0.35,0.24,0.0,0.04,71.0,75.0,,0.63,Playstation
WILD ARMS 3,PS2,2002,Role-Playing,0.16,0.13,0.29,0.04,78.0,84.0,T,0.6200000000000001,Playstation
NBA SHOOTOUT '97,PS,1997,Sports,0.35,0.24,0.0,0.04,71.0,75.0,,0.63,Playstation
FAMILY FEUD 2010 EDITION,Wii,2009,Misc,0.58,0.0,0.0,0.04,71.0,75.0,E,0.62,Nintendo
MADDEN NFL 07,GC,2006,Sports,0.48,0.13,0.0,0.02,82.0,92.0,E,0.63,Nintendo
LEGO JURASSIC WORLD,3DS,2015,Action,0.31,0.23,0.03,0.05,71.0,72.0,E10+,0.6200000000000001,Nintendo
BATTLEZONE,2600,1982,Shooter,0.58,0.03,0.0,0.01,71.0,75.0,,0.62,Other
TIGER WOODS PGA TOUR 2004,XB,2003,Sports,0.47,0.13,0.0,0.02,89.0,82.0,E,0.62,Xbox
TAK 2 THE STAFF OF DREAMS,PS2,2004,Platform,0.3,0.24,0.0,0.08,71.0,80.0,E,0.62,Playstation
JUST DANCE 3,PS3,2011,Misc,0.33,0.2,0.0,0.09,75.0,60.0,E10+,0.62,Playstation
LEGO PIRATES OF THE CARIBBEAN THE VIDEO GAME,3DS,2011,Action,0.29,0.27,0.0,0.06,71.0,73.0,E10+,0.6200000000000001,Nintendo
DONKEY KONG BARREL BLAST,Wii,2007,Racing,0.19,0.26,0.11,0.06,46.0,68.0,E,0.6200000000000001,Nintendo
THE PRINCESS AND THE FROG,DS,2009,Platform,0.41,0.16,0.0,0.05,71.0,75.0,E,0.62,Nintendo
DISNEY INFINITY 20 MARVEL SUPER HEROES,PS4,2014,Action,0.27,0.25,0.0,0.1,71.0,75.0,,0.62,Playstation
VIEWTIFUL JOE,GC,2003,Action,0.38,0.1,0.12,0.02,93.0,83.0,T,0.62,Nintendo
THE URBZ SIMS IN THE CITY,GBA,2004,Simulation,0.37,0.22,0.0,0.03,72.0,92.0,E,0.62,Nintendo
BEETLE ADVENTURE RACING!,N64,1999,Racing,0.4,0.2,0.0,0.02,71.0,75.0,,0.6200000000000001,Nintendo
GUITAR HERO METALLICA,PS3,2009,Misc,0.28,0.24,0.0,0.1,86.0,80.0,T,0.62,Playstation
DISNEY'S 102 DALMATIANS PUPPIES TO THE RESCUE,PS,2000,Platform,0.34,0.23,0.0,0.04,71.0,75.0,E,0.6100000000000001,Playstation
STRIKE FORCE BOWLING,PS2,2004,Sports,0.3,0.24,0.0,0.08,48.0,68.0,E,0.62,Playstation
HALLOWEEN,2600,1982,Action,0.58,0.03,0.0,0.01,71.0,75.0,,0.62,Other
RED STEEL 2,Wii,2010,Shooter,0.35,0.2,0.01,0.06,80.0,86.0,T,0.6200000000000001,Nintendo
BASS LANDING,PS,1999,Sports,0.21,0.14,0.23,0.04,71.0,75.0,,0.62,Playstation
XGRA EXTREME G-RACING ASSOCIATION,PS2,2004,Racing,0.3,0.24,0.0,0.08,68.0,86.0,T,0.62,Playstation
MAFIA III,XOne,2016,Action,0.28,0.29,0.0,0.05,67.0,46.0,M,0.6200000000000001,Xbox
BOLT,DS,2008,Adventure,0.35,0.21,0.0,0.06,71.0,75.0,,0.6199999999999999,Nintendo
MARIO'S PICROSS,GB,1995,Puzzle,0.0,0.0,0.62,0.0,71.0,75.0,,0.62,Nintendo
PAC-MAN PLAYER'S CHOICE BUNDLE,GC,2003,Misc,0.48,0.12,0.0,0.02,71.0,75.0,,0.62,Nintendo
FIGHTERS MEGAMIX,SAT,1996,Fighting,0.0,0.0,0.62,0.0,71.0,75.0,,0.62,Other
BAHAMUT LAGOON,SNES,1996,Role-Playing,0.0,0.0,0.62,0.0,71.0,75.0,,0.62,Nintendo
PRINCE OF PERSIA THE FORGOTTEN SANDS,X360,2010,Action,0.3,0.26,0.0,0.06,74.0,78.0,T,0.6200000000000001,Xbox
WARRIORS OROCHI 3,PS3,2011,Action,0.0,0.04,0.57,0.01,70.0,79.0,T,0.62,Playstation
TOMB RAIDER III ADVENTURES OF LARA CROFT,PC,1998,Action,0.59,0.03,0.0,0.0,71.0,82.0,T,0.62,PC
DJ HERO 2,Wii,2010,Misc,0.48,0.09,0.0,0.04,88.0,75.0,T,0.61,Nintendo
TOSHOCHU RUN FOR MONEY,3DS,2012,Adventure,0.0,0.0,0.62,0.0,71.0,75.0,,0.62,Nintendo
DRAGON QUEST MONSTERS JOKER 2 PROFESSIONAL,DS,2011,Role-Playing,0.0,0.0,0.62,0.0,71.0,75.0,,0.62,Nintendo
NFL QUARTERBACK CLUB 99,N64,1998,Sports,0.59,0.02,0.0,0.0,71.0,75.0,,0.61,Nintendo
SUPER ROBOT TAISEN Α GAIDEN,PS,2001,Strategy,0.0,0.0,0.58,0.04,71.0,75.0,,0.62,Playstation
TIGER WOODS PGA TOUR 12 THE MASTERS,X360,2011,Sports,0.4,0.16,0.0,0.05,80.0,61.0,E,0.6100000000000001,Xbox
BATTLE OF GIANTS DRAGONS,DS,2009,Strategy,0.3,0.25,0.0,0.06,71.0,60.0,E10+,0.6100000000000001,Nintendo
WALL-E,X360,2008,Platform,0.29,0.26,0.0,0.07,50.0,63.0,E,0.6200000000000001,Xbox
START THE PARTY!,PS3,2010,Misc,0.07,0.41,0.0,0.13,71.0,75.0,,0.61,Playstation
FORMULA 1 CHAMPIONSHIP EDITION,PS3,2006,Racing,0.0,0.57,0.04,0.0,71.0,75.0,,0.61,Playstation
HARRY POTTER AND THE HALF-BLOOD PRINCE,DS,2009,Action,0.2,0.34,0.0,0.07,48.0,43.0,E,0.6100000000000001,Nintendo
NIER,PS3,2010,Role-Playing,0.17,0.18,0.2,0.07,68.0,84.0,M,0.6200000000000001,Playstation
2014 FIFA WORLD CUP BRAZIL,PS3,2014,Sports,0.15,0.36,0.01,0.09,73.0,43.0,E,0.61,Playstation
PHOENIX WRIGHT ACE ATTORNEY - TRIALS AND TRIBULATIONS,DS,2007,Adventure,0.3,0.03,0.25,0.03,71.0,75.0,,0.61,Nintendo
NBA 2K9,PS3,2008,Sports,0.56,0.0,0.0,0.05,82.0,70.0,E,0.6100000000000001,Playstation
SPONGEBOB'S ATLANTIS SQUAREPANTIS,Wii,2007,Action,0.56,0.0,0.0,0.04,71.0,55.0,E,0.6000000000000001,Nintendo
SINGSTAR SINGALONG WITH DISNEY,PS2,2008,Misc,0.0,0.04,0.0,0.57,71.0,75.0,,0.61,Playstation
NFL FEVER 2003,XB,2002,Sports,0.46,0.13,0.0,0.02,72.0,86.0,E,0.6100000000000001,Xbox
SAMURAI WARRIORS 2,PS2,2006,Action,0.02,0.02,0.57,0.01,58.0,88.0,T,0.62,Playstation
WET,PS3,2009,Shooter,0.22,0.27,0.01,0.11,70.0,64.0,M,0.61,Playstation
COOKING MAMA 4 KITCHEN MAGIC!,3DS,2011,Simulation,0.5,0.07,0.0,0.05,56.0,60.0,E,0.6200000000000001,Nintendo
SCRIBBLENAUTS UNLIMITED,3DS,2012,Action,0.56,0.01,0.0,0.05,73.0,74.0,E10+,0.6200000000000001,Nintendo
THE BLACK EYED PEAS EXPERIENCE,Wii,2011,Misc,0.37,0.19,0.0,0.06,71.0,75.0,T,0.6200000000000001,Nintendo
2 GAMES IN 1 SONIC BATTLE & CHUCHU ROCKET!,GBA,2005,Misc,0.44,0.16,0.0,0.01,71.0,75.0,,0.61,Nintendo
FIRE EMBLEM SHADOW DRAGON,DS,2008,Role-Playing,0.29,0.02,0.27,0.03,81.0,70.0,E10+,0.6100000000000001,Nintendo
PLANTS VS ZOMBIES GARDEN WARFARE,PS4,2014,Shooter,0.21,0.29,0.01,0.1,75.0,76.0,E10+,0.61,Playstation
METROID PRIME TRILOGY,Wii,2009,Shooter,0.42,0.05,0.0,0.14,91.0,93.0,T,0.61,Nintendo
ROBOTECH BATTLECRY,PS2,2002,Shooter,0.3,0.23,0.0,0.08,72.0,85.0,T,0.61,Playstation
DORA THE EXPLORER SUPER SPIES,GBA,2004,Platform,0.44,0.16,0.0,0.01,71.0,80.0,E,0.61,Nintendo
DISNEY UNIVERSE,PS3,2011,Action,0.3,0.22,0.0,0.09,70.0,69.0,E10+,0.61,Playstation
JAK AND DAXTER THE LOST FRONTIER,PSP,2009,Platform,0.18,0.27,0.0,0.15,71.0,63.0,E10+,0.6,Playstation
TEXAS HOLD 'EM POKER,GBA,2004,Misc,0.44,0.16,0.0,0.01,49.0,68.0,E,0.61,Nintendo
TIME CRISIS 3,PS2,2003,Shooter,0.3,0.23,0.0,0.08,81.0,81.0,T,0.61,Playstation
WWE SMACKDOWN VS RAW 2010,PSP,2009,Fighting,0.25,0.22,0.0,0.14,71.0,66.0,T,0.61,Playstation
VANQUISH,PS3,2010,Shooter,0.21,0.21,0.11,0.08,84.0,81.0,M,0.61,Playstation
GANBARU WATASHI NO KAKEI DIARY,DS,2007,Misc,0.0,0.0,0.61,0.0,71.0,75.0,,0.61,Nintendo
TEARAWAY,PSV,2013,Adventure,0.14,0.34,0.0,0.14,87.0,89.0,E,0.6200000000000001,Playstation
SMALL SOLDIERS,PS,1998,Platform,0.34,0.23,0.0,0.04,71.0,75.0,,0.6100000000000001,Playstation
HALF-LIFE 2,XB,2005,Shooter,0.37,0.21,0.0,0.03,90.0,86.0,M,0.61,Xbox
DUKE NUKEM TOTAL MELTDOWN,PS,1997,Shooter,0.34,0.23,0.0,0.04,71.0,75.0,,0.6100000000000001,Playstation
TONY HAWK RIDE,X360,2009,Sports,0.46,0.1,0.0,0.05,46.0,30.0,E10+,0.6100000000000001,Xbox
BORDERLANDS THE PRE-SEQUEL,PS3,2014,Shooter,0.26,0.21,0.05,0.1,77.0,63.0,M,0.62,Playstation
MAJOR LEAGUE BASEBALL 2K8,X360,2008,Sports,0.56,0.0,0.0,0.05,70.0,59.0,E,0.6100000000000001,Xbox
SACRED 2 FALLEN ANGEL,PS3,2009,Role-Playing,0.22,0.22,0.08,0.09,70.0,71.0,M,0.61,Playstation
PRO EVOLUTION SOCCER 2011,X360,2010,Sports,0.09,0.44,0.0,0.07,79.0,59.0,E,0.6000000000000001,Xbox
MAJOR LEAGUE BASEBALL 2K9,X360,2009,Sports,0.56,0.0,0.0,0.05,64.0,53.0,E,0.6100000000000001,Xbox
FINAL FANTASY IV ADVANCE,GBA,2005,Role-Playing,0.27,0.1,0.22,0.01,85.0,73.0,E10+,0.6,Nintendo
DRAGON BALL Z ULTIMATE TENKAICHI,PS3,2011,Fighting,0.27,0.18,0.09,0.07,58.0,54.0,T,0.6100000000000001,Playstation
MADDEN NFL 2003,GBA,2002,Sports,0.44,0.16,0.0,0.01,76.0,75.0,E,0.61,Nintendo
TOMB RAIDER (2013),XOne,2014,Action,0.35,0.21,0.0,0.05,71.0,75.0,,0.61,Xbox
PETZ DOGZ PACK,DS,2008,Simulation,0.56,0.0,0.0,0.05,71.0,75.0,,0.6100000000000001,Nintendo
HARRY POTTER AND THE GOBLET OF FIRE,GBA,2005,Action,0.44,0.16,0.0,0.01,71.0,60.0,E,0.61,Nintendo
TOMB RAIDER CHRONICLES,PS,1999,Action,0.34,0.23,0.0,0.04,71.0,75.0,,0.6100000000000001,Playstation
DRAGON BALL Z BUU'S FURY,GBA,2004,Action,0.44,0.16,0.0,0.01,62.0,89.0,E,0.61,Nintendo
MADDEN NFL 2002,GC,2001,Sports,0.47,0.12,0.0,0.02,89.0,75.0,E,0.61,Nintendo
SPIDER-MAN MYSTERIO'S MENACE,GBA,2001,Action,0.43,0.16,0.0,0.01,84.0,87.0,E,0.6,Nintendo
MADDEN NFL 2000,N64,1999,Sports,0.58,0.02,0.0,0.0,71.0,75.0,,0.6,Nintendo
GAME & WATCH GALLERY 4,GBA,2002,Misc,0.43,0.16,0.0,0.01,71.0,75.0,,0.6,Nintendo
MYSIMS RACING,DS,2009,Racing,0.25,0.29,0.0,0.07,67.0,73.0,E,0.6100000000000001,Nintendo
NARUTO ULTIMATE NINJA,PS2,2003,Fighting,0.5,0.02,0.0,0.08,75.0,77.0,T,0.6,Playstation
PAC-MAN PARTY,Wii,2010,Misc,0.47,0.08,0.01,0.04,59.0,59.0,E10+,0.6,Nintendo
CABELA'S MONSTER BUCK HUNTER,Wii,2010,Sports,0.57,0.0,0.0,0.03,71.0,75.0,T,0.6,Nintendo
TONY HAWK'S UNDERGROUND,GBA,2003,Sports,0.43,0.16,0.0,0.01,86.0,77.0,E,0.6,Nintendo
DARK SOULS II,PS4,2015,Role-Playing,0.21,0.23,0.08,0.09,71.0,75.0,,0.61,Playstation
MONSTER TRUCKS,GBA,2004,Racing,0.43,0.16,0.0,0.01,71.0,75.0,E,0.6,Nintendo
WORLD OF ZOO,Wii,2009,Simulation,0.4,0.15,0.0,0.05,71.0,82.0,E,0.6000000000000001,Nintendo
SHADOW THE HEDGEHOG,PS2,2005,Platform,0.5,0.02,0.0,0.08,45.0,60.0,E10+,0.6,Playstation
WAVE RACE BLUE STORM,GC,2001,Racing,0.4,0.1,0.09,0.02,80.0,83.0,E,0.61,Nintendo
ALIENS COLONIAL MARINES,PS3,2013,Shooter,0.2,0.29,0.0,0.11,43.0,36.0,M,0.6,Playstation
BACKYARD WRESTLING DON'T TRY THIS AT HOME,PS2,2003,Fighting,0.3,0.23,0.0,0.08,51.0,78.0,M,0.61,Playstation
YAKUZA DEAD SOULS,PS3,2011,Shooter,0.09,0.06,0.42,0.03,64.0,74.0,M,0.6,Playstation
FIGHT NIGHT ROUND 2,XB,2005,Fighting,0.42,0.16,0.0,0.02,88.0,88.0,T,0.6,Xbox
MONHUN NIKKI POKA POKA AILU MURA,PSP,2010,Role-Playing,0.0,0.0,0.6,0.0,71.0,75.0,,0.6,Playstation
DEAD ISLAND RIPTIDE,PS3,2013,Action,0.26,0.19,0.07,0.09,62.0,59.0,M,0.61,Playstation
JUST DANCE 2015,X360,2014,Misc,0.42,0.13,0.0,0.06,71.0,83.0,E10+,0.6100000000000001,Xbox
KINECT SPORTS RIVALS,XOne,2014,Sports,0.3,0.23,0.02,0.05,60.0,51.0,E10+,0.6000000000000001,Xbox
NBA 2K8,PS2,2007,Sports,0.5,0.02,0.0,0.08,72.0,60.0,E,0.6,Playstation
DYNASTY WARRIORS 8,PS3,2013,Action,0.12,0.1,0.34,0.05,68.0,85.0,T,0.6100000000000001,Playstation
SUIKODEN,PS,1995,Role-Playing,0.21,0.14,0.21,0.04,71.0,75.0,,0.6,Playstation
DISNEY INFINITY,WiiU,2013,Action,0.33,0.22,0.0,0.05,71.0,76.0,E10+,0.6000000000000001,Nintendo
SECRET AGENT CLANK,PS2,2009,Platform,0.13,0.18,0.0,0.29,61.0,67.0,E10+,0.6,Playstation
CALL OF JUAREZ BOUND IN BLOOD,X360,2009,Shooter,0.3,0.24,0.0,0.06,77.0,76.0,M,0.6000000000000001,Xbox
FIGHTERS UNCAGED,X360,2010,Fighting,0.31,0.23,0.0,0.06,32.0,46.0,T,0.6000000000000001,Xbox
RAYMAN ARENA,PS2,2001,Racing,0.29,0.23,0.0,0.08,63.0,86.0,E,0.6,Playstation
JAWS UNLEASHED,PS2,2006,Action,0.5,0.02,0.0,0.08,52.0,75.0,M,0.6,Playstation
PUYO PUYO SUN,SAT,1997,Puzzle,0.0,0.0,0.6,0.0,71.0,75.0,,0.6,Other
HALF-LIFE,PS2,2001,Shooter,0.29,0.23,0.0,0.08,87.0,86.0,M,0.6,Playstation
INTERNATIONAL SUPERSTAR SOCCER 64,N64,1997,Sports,0.09,0.26,0.23,0.02,71.0,75.0,,0.6,Nintendo
MICKEY'S SPEEDWAY USA,N64,2000,Racing,0.37,0.08,0.14,0.01,71.0,75.0,,0.6000000000000001,Nintendo
NASCAR HEAT 2002,PS2,2001,Racing,0.29,0.23,0.0,0.08,81.0,75.0,E,0.6,Playstation
SPLIT/SECOND,X360,2010,Racing,0.32,0.23,0.0,0.06,82.0,81.0,E10+,0.6100000000000001,Xbox
THE GOLDEN COMPASS,DS,2007,Action,0.28,0.25,0.0,0.06,43.0,49.0,E10+,0.5900000000000001,Nintendo
TRANSFORMERS THE GAME (XBOX 360 PS2 PS3 WII & PC VERSIONS),X360,2007,Action,0.51,0.04,0.0,0.05,71.0,75.0,,0.6000000000000001,Xbox
FROM TV ANIMATION ONE PIECE GRAND BATTLE 2,PS,2002,Fighting,0.0,0.0,0.56,0.04,71.0,75.0,,0.6000000000000001,Playstation
BEATMANIA APPEND 3RDMIX,PS,1998,Simulation,0.0,0.0,0.56,0.04,71.0,75.0,,0.6000000000000001,Playstation
MURAMASA THE DEMON BLADE,Wii,2009,Role-Playing,0.32,0.12,0.11,0.04,81.0,87.0,T,0.5900000000000001,Nintendo
DISNEY TH!NK FAST THE ULTIMATE TRIVIA SHOWDOWN,Wii,2008,Misc,0.37,0.16,0.01,0.06,71.0,75.0,,0.6000000000000001,Nintendo
FROZEN OLAF'S QUEST,3DS,2013,Platform,0.27,0.27,0.0,0.05,71.0,75.0,,0.5900000000000001,Nintendo
XENA WARRIOR PRINCESS,PS,1998,Adventure,0.33,0.23,0.0,0.04,71.0,75.0,,0.6000000000000001,Playstation
LITTLEST PET SHOP GARDEN,DS,2008,Simulation,0.31,0.23,0.0,0.06,71.0,75.0,E,0.6000000000000001,Nintendo
OKAMI,Wii,2008,Action,0.43,0.09,0.04,0.05,90.0,89.0,T,0.6100000000000001,Nintendo
NEW PLAY CONTROL! PIKMIN 2,Wii,2009,Strategy,0.11,0.13,0.33,0.02,71.0,75.0,,0.5900000000000001,Nintendo
LEGO THE HOBBIT,PS4,2014,Action,0.13,0.38,0.0,0.09,72.0,66.0,E10+,0.6,Playstation
FRONT MISSION,SNES,1995,Strategy,0.0,0.0,0.6,0.0,71.0,75.0,,0.6,Nintendo
WWE 2K17,PS4,2016,Sports,0.17,0.34,0.0,0.09,69.0,69.0,T,0.6,Playstation
JUST DANCE 2014,WiiU,2013,Misc,0.31,0.23,0.0,0.05,72.0,76.0,E10+,0.5900000000000001,Nintendo
NEW PLAY CONTROL! DONKEY KONG JUNGLE BEAT,Wii,2008,Platform,0.23,0.17,0.14,0.05,71.0,75.0,,0.5900000000000001,Nintendo
WIPEOUT THE GAME,DS,2010,Misc,0.56,0.0,0.0,0.04,71.0,75.0,E,0.6000000000000001,Nintendo
AVATAR THE GAME,PSP,2009,Action,0.22,0.24,0.0,0.14,71.0,75.0,,0.6,Playstation
NHL 15,PS4,2014,Sports,0.31,0.19,0.0,0.1,60.0,36.0,E10+,0.6,Playstation
TOTAL WAR SHOGUN 2,PC,2011,Strategy,0.19,0.31,0.0,0.09,90.0,83.0,T,0.59,PC
MAJOR LEAGUE BASEBALL 2K7,PS2,2007,Sports,0.29,0.23,0.0,0.08,71.0,75.0,E,0.6,Playstation
DAI-2-JI SUPER ROBOT TAISEN Α,PS2,2003,Strategy,0.0,0.0,0.6,0.0,71.0,75.0,,0.6,Playstation
PGR3 - PROJECT GOTHAM RACING 3,X360,2005,Racing,0.49,0.03,0.03,0.05,71.0,75.0,,0.6000000000000001,Xbox
DRAGON AGE INQUISITION,PS3,2014,Role-Playing,0.27,0.18,0.05,0.09,71.0,52.0,M,0.59,Playstation
SIMCITY DS,DS,2007,Simulation,0.33,0.02,0.21,0.03,69.0,63.0,E,0.5900000000000001,Nintendo
NEW CARNIVAL GAMES,Wii,2010,Misc,0.33,0.21,0.0,0.05,71.0,75.0,E,0.5900000000000001,Nintendo
HOT WHEELS STUNT TRACK CHALLENGE,PS2,2004,Racing,0.29,0.23,0.0,0.08,62.0,81.0,E,0.6,Playstation
LITTLEST PET SHOP JUNGLE,DS,2008,Simulation,0.34,0.2,0.0,0.06,71.0,75.0,E,0.6000000000000001,Nintendo
DAI-3-JI SUPER ROBOT TAISEN Α SHUUEN NO GINGA E,PS2,2005,Strategy,0.0,0.0,0.59,0.0,71.0,75.0,,0.59,Playstation
FIFA 15,PSV,2014,Sports,0.08,0.35,0.05,0.12,71.0,31.0,E,0.6,Playstation
JIKKYOU POWERFUL PRO YAKYUU '97 KAIMAKUBAN,PS,1997,Sports,0.0,0.0,0.56,0.04,71.0,75.0,,0.6000000000000001,Playstation
MONOPOLY,X360,2008,Misc,0.34,0.2,0.0,0.06,56.0,58.0,E,0.6000000000000001,Xbox
TONY HAWK RIDE,PS3,2009,Sports,0.38,0.14,0.0,0.07,44.0,21.0,E10+,0.5900000000000001,Playstation
CYBERTIGER,PS,1998,Sports,0.33,0.22,0.0,0.04,71.0,75.0,,0.5900000000000001,Playstation
JAMPACK FALL 2001,PS,2001,Misc,0.33,0.22,0.0,0.04,71.0,75.0,,0.5900000000000001,Playstation
MEDAL OF HONOR FRONTLINE,GC,2002,Shooter,0.46,0.12,0.0,0.02,80.0,79.0,T,0.6000000000000001,Nintendo
DEAD SPACE,PC,2008,Action,0.0,0.53,0.0,0.06,86.0,80.0,M,0.5900000000000001,PC
NFL BLITZ 2001,PS,2000,Sports,0.33,0.22,0.0,0.04,70.0,75.0,E,0.5900000000000001,Playstation
JIKKYOU POWERFUL PRO YAKYUU '98 KAIMAKUBAN,PS,1998,Sports,0.0,0.0,0.55,0.04,71.0,75.0,,0.5900000000000001,Playstation
ROCK BAND 2,PS2,2008,Misc,0.29,0.23,0.0,0.08,71.0,80.0,T,0.6,Playstation
NHL 11,PS3,2010,Sports,0.4,0.12,0.0,0.07,88.0,71.0,E10+,0.5900000000000001,Playstation
YAKUZA 5,PS3,2012,Action,0.0,0.0,0.59,0.0,83.0,85.0,M,0.59,Playstation
BURGERTIME,2600,1981,Puzzle,0.55,0.03,0.0,0.01,71.0,75.0,,0.5900000000000001,Other
2002 FIFA WORLD CUP,PS2,2002,Sports,0.21,0.17,0.16,0.06,73.0,56.0,E,0.6000000000000001,Playstation
MVP BASEBALL 2004,XB,2004,Sports,0.44,0.13,0.0,0.02,90.0,85.0,E,0.5900000000000001,Xbox
CRASH BANDICOOT THE WRATH OF CORTEX,GC,2002,Platform,0.46,0.12,0.0,0.02,62.0,73.0,E,0.6000000000000001,Nintendo
SMURF RESCUE IN GARGAMEL'S CASTLE,2600,1981,Action,0.55,0.03,0.0,0.01,71.0,75.0,,0.5900000000000001,Other
BEIJING 2008,X360,2008,Sports,0.15,0.38,0.0,0.07,71.0,75.0,,0.6000000000000001,Xbox
POKEMON TROZEI!,DS,2005,Puzzle,0.25,0.0,0.31,0.02,71.0,75.0,,0.5800000000000001,Nintendo
WWE 2K16,XOne,2015,Sports,0.32,0.22,0.0,0.05,72.0,57.0,T,0.5900000000000001,Xbox
EXTREME-G,N64,1997,Racing,0.47,0.11,0.0,0.01,71.0,75.0,,0.59,Nintendo
READY 2 RUMBLE BOXING,N64,1999,Sports,0.47,0.11,0.0,0.01,71.0,75.0,,0.59,Nintendo
ASSASSIN'S CREED BROTHERHOOD,PC,2011,Action,0.15,0.34,0.0,0.1,88.0,82.0,M,0.59,PC
SPELLING CHALLENGES AND MORE!,DS,2007,Misc,0.54,0.0,0.0,0.04,71.0,75.0,,0.5800000000000001,Nintendo
DEAD OR ALIVE XTREME BEACH VOLLEYBALL,XB,2003,Sports,0.36,0.08,0.14,0.02,73.0,78.0,M,0.6000000000000001,Xbox
TALES OF REBIRTH,PS2,2004,Role-Playing,0.0,0.0,0.59,0.0,71.0,75.0,,0.59,Playstation
SILENT HILL SHATTERED MEMORIES,PS2,2010,Action,0.13,0.22,0.01,0.23,77.0,68.0,M,0.59,Playstation
DISNEY SING IT FAMILY HITS,Wii,2010,Misc,0.38,0.17,0.0,0.05,71.0,75.0,E,0.6000000000000001,Nintendo
BLUR,X360,2010,Racing,0.25,0.27,0.0,0.06,82.0,83.0,E10+,0.5800000000000001,Xbox
BARBIE RACE & RIDE,PS,1999,Action,0.33,0.22,0.0,0.04,71.0,75.0,,0.5900000000000001,Playstation
KANE & LYNCH 2 DOG DAYS,PS3,2010,Shooter,0.17,0.27,0.05,0.1,71.0,75.0,,0.5900000000000001,Playstation
ASPHALT URBAN GT,DS,2004,Racing,0.31,0.22,0.0,0.06,60.0,75.0,E,0.5900000000000001,Nintendo
MEGA MAN ANNIVERSARY COLLECTION,PS2,2004,Platform,0.29,0.22,0.0,0.08,81.0,90.0,E,0.59,Playstation
METAL GEAR SOLID V GROUND ZEROES,PS3,2014,Action,0.14,0.12,0.27,0.05,66.0,59.0,M,0.5800000000000001,Playstation
HARVEST MOON FRIENDS OF MINERAL TOWN,GBA,2003,Simulation,0.34,0.13,0.11,0.01,81.0,96.0,E,0.5900000000000001,Nintendo
BACKYARD NBA BASKETBALL,PS2,2003,Sports,0.29,0.22,0.0,0.07,71.0,75.0,,0.5800000000000001,Playstation
BEN 10 ALIEN FORCE,PSP,2008,Action,0.35,0.13,0.0,0.1,71.0,77.0,E10+,0.58,Playstation
NARUTO THE BROKEN BOND,X360,2008,Action,0.24,0.28,0.0,0.06,80.0,78.0,T,0.5800000000000001,Xbox
KIRBY'S DREAM COURSE,SNES,1994,Sports,0.0,0.0,0.59,0.0,71.0,75.0,,0.59,Nintendo
WARIOWARE DIY,DS,2009,Misc,0.17,0.18,0.2,0.04,82.0,87.0,E,0.5900000000000001,Nintendo
IRON MAN,Wii,2008,Action,0.3,0.22,0.0,0.06,44.0,70.0,T,0.5800000000000001,Nintendo
THE FIGHT LIGHTS OUT,PS3,2010,Fighting,0.29,0.21,0.0,0.09,48.0,75.0,T,0.59,Playstation
